Year,Age,Sex,Country,Population
2049, 20-24,Total,Scotland,281587.0
2049, 25-29,Total,Scotland,300507.0
2049, 30-34,Total,Scotland,346684.0
2049, 35-39,Total,Scotland,375692.0
2049, 40-44,Total,Scotland,368911.0
2049, 45-49,Total,Scotland,352506.0
2049, 50-54,Total,Scotland,371974.0
2049, 55-59,Total,Scotland,390803.0
2049, 60-64,Total,Scotland,363043.0
2049, 65-69,Total,Scotland,328236.0
2049, 70-74,Total,Scotland,274381.0
2049, 75-79,Total,Scotland,273892.0
2049, 80-84,Total,Scotland,246609.0
2049, 85-89,Total,Scotland,166893.0
2049, 90-94,Total,Scotland,75063.0
2049, 95-99,Total,Scotland,20303.0
2049, 100 & over,Total,Scotland,2972.0
2049,All ages,Total,Scotland,5471545.0
2050,  0-4,Total,Scotland,220756.0
2050,  5-9,Total,Scotland,232555.0
2050, 10-14,Total,Scotland,234740.0
2050, 15-19,Total,Scotland,241384.0
2050, 20-24,Total,Scotland,280430.0
2050, 25-29,Total,Scotland,297435.0
2050, 30-34,Total,Scotland,338812.0
2050, 35-39,Total,Scotland,374630.0
2050, 40-44,Total,Scotland,372486.0
2050, 45-49,Total,Scotland,351503.0
2050, 50-54,Total,Scotland,369867.0
2050, 55-59,Total,Scotland,387120.0
2050, 60-64,Total,Scotland,368669.0
2050, 65-69,Total,Scotland,331672.0
2050, 70-74,Total,Scotland,279675.0
2050, 75-79,Total,Scotland,266098.0
2050, 80-84,Total,Scotland,243297.0
2050, 85-89,Total,Scotland,171202.0
2050, 90-94,Total,Scotland,77953.0
2050, 95-99,Total,Scotland,21019.0
2050, 100 & over,Total,Scotland,3034.0
2050,All ages,Total,Scotland,5464337.0
2051,  0-4,Total,Scotland,218577.0
2051,  5-9,Total,Scotland,232119.0
2051, 10-14,Total,Scotland,235571.0
2051, 15-19,Total,Scotland,240809.0
2051, 20-24,Total,Scotland,279268.0
2051, 25-29,Total,Scotland,296318.0
2051, 30-34,Total,Scotland,329398.0
2051, 35-39,Total,Scotland,369829.0
2051, 40-44,Total,Scotland,378601.0
2051, 45-49,Total,Scotland,351340.0
2051, 50-54,Total,Scotland,367084.0
2051, 55-59,Total,Scotland,380813.0
2051, 60-64,Total,Scotland,376504.0
2051, 65-69,Total,Scotland,334523.0
2051, 70-74,Total,Scotland,286565.0
2051, 75-79,Total,Scotland,257624.00000000003
2051, 80-84,Total,Scotland,242240.0
2051, 85-89,Total,Scotland,173189.0
2051, 90-94,Total,Scotland,81026.0
2051, 95-99,Total,Scotland,22035.0
2051, 100 & over,Total,Scotland,3093.0
2051,All ages,Total,Scotland,5456526.0
2052,  0-4,Total,Scotland,216198.0
2052,  5-9,Total,Scotland,231294.0
2052, 10-14,Total,Scotland,236317.0
2052, 15-19,Total,Scotland,240540.0
2052, 20-24,Total,Scotland,278164.0
2052, 25-29,Total,Scotland,295970.0
2052, 30-34,Total,Scotland,321042.0
2052, 35-39,Total,Scotland,364533.0
2052, 40-44,Total,Scotland,381885.0
2052, 45-49,Total,Scotland,355900.0
2052, 50-54,Total,Scotland,359813.0
2052, 55-59,Total,Scotland,375256.0
2052, 60-64,Total,Scotland,383803.0
2052, 65-69,Total,Scotland,337518.0
2052, 70-74,Total,Scotland,296605.0
2052, 75-79,Total,Scotland,248784.0
2052, 80-84,Total,Scotland,239186.0
2052, 85-89,Total,Scotland,174745.0
2052, 90-94,Total,Scotland,84203.0
2052, 95-99,Total,Scotland,23200.0
2052, 100 & over,Total,Scotland,3155.0
2052,All ages,Total,Scotland,5448111.0
2053,  0-4,Total,Scotland,213695.0
2053,  5-9,Total,Scotland,230061.0
2053, 10-14,Total,Scotland,236888.0
2053, 15-19,Total,Scotland,240618.0
2053, 20-24,Total,Scotland,277138.0
2053, 25-29,Total,Scotland,295602.0
2053, 30-34,Total,Scotland,313765.0
2053, 35-39,Total,Scotland,359270.0
2053, 40-44,Total,Scotland,381228.0
2053, 45-49,Total,Scotland,363020.0
2053, 50-54,Total,Scotland,354340.0
2053, 55-59,Total,Scotland,371704.0
2053, 60-64,Total,Scotland,384819.0
2053, 65-69,Total,Scotland,343728.0
2053, 70-74,Total,Scotland,304796.0
2053, 75-79,Total,Scotland,244119.0
2053, 80-84,Total,Scotland,233660.0
2053, 85-89,Total,Scotland,175471.0
2053, 90-94,Total,Scotland,87523.0
2053, 95-99,Total,Scotland,24422.0
2053, 100 & over,Total,Scotland,3277.0
2053,All ages,Total,Scotland,5439144.0
2054,  0-4,Total,Scotland,211146.0
2054,  5-9,Total,Scotland,228419.0
2054, 10-14,Total,Scotland,237227.0
2054, 15-19,Total,Scotland,241035.0
2054, 20-24,Total,Scotland,276197.0
2054, 25-29,Total,Scotland,294734.0
2054, 30-34,Total,Scotland,308411.0
2054, 35-39,Total,Scotland,353424.0
2054, 40-44,Total,Scotland,378909.0
2054, 45-49,Total,Scotland,369223.0
2054, 50-54,Total,Scotland,351204.0
2054, 55-59,Total,Scotland,368977.0
2054, 60-64,Total,Scotland,383815.0
2054, 65-69,Total,Scotland,350725.0
2054, 70-74,Total,Scotland,308537.0
2054, 75-79,Total,Scotland,246235.0
2054, 80-84,Total,Scotland,226450.0
2054, 85-89,Total,Scotland,175450.0
2054, 90-94,Total,Scotland,90432.0
2054, 95-99,Total,Scotland,25726.0
2054, 100 & over,Total,Scotland,3425.0
2054,All ages,Total,Scotland,5429701.0
2055,  0-4,Total,Scotland,208619.0
2055,  5-9,Total,Scotland,226453.0
2055, 10-14,Total,Scotland,237203.0
2055, 15-19,Total,Scotland,241755.0
2055, 20-24,Total,Scotland,275375.0
2055, 25-29,Total,Scotland,293593.0
2055, 30-34,Total,Scotland,305318.0
2055, 35-39,Total,Scotland,345525.0
2055, 40-44,Total,Scotland,377882.0
2055, 45-49,Total,Scotland,372861.0
2055, 50-54,Total,Scotland,350250.0
2055, 55-59,Total,Scotland,366952.0
2055, 60-64,Total,Scotland,380303.0
2055, 65-69,Total,Scotland,356334.0
2055, 70-74,Total,Scotland,312010.0
2055, 75-79,Total,Scotland,251438.0
2055, 80-84,Total,Scotland,220404.0
2055, 85-89,Total,Scotland,173751.0
2055, 90-94,Total,Scotland,93326.0
2055, 95-99,Total,Scotland,26927.0
2055, 100 & over,Total,Scotland,3588.0
2055,All ages,Total,Scotland,5419867.0
2056,  0-4,Total,Scotland,206167.0
2056,  5-9,Total,Scotland,224254.0
2056, 10-14,Total,Scotland,236767.0
2056, 15-19,Total,Scotland,242593.0
2056, 20-24,Total,Scotland,274776.0
2056, 25-29,Total,Scotland,292447.0
2056, 30-34,Total,Scotland,304193.0
2056, 35-39,Total,Scotland,336081.0
2056, 40-44,Total,Scotland,373120.0
2056, 45-49,Total,Scotland,379010.0
2056, 50-54,Total,Scotland,350146.0
2056, 55-59,Total,Scotland,364267.0
2056, 60-64,Total,Scotland,374233.0
2056, 65-69,Total,Scotland,364093.0
2056, 70-74,Total,Scotland,314949.0
2056, 75-79,Total,Scotland,258068.0
2056, 80-84,Total,Scotland,213929.0
2056, 85-89,Total,Scotland,173669.0
2056, 90-94,Total,Scotland,94888.0
2056, 95-99,Total,Scotland,28253.0
2056, 100 & over,Total,Scotland,3808.0
2056,All ages,Total,Scotland,5409711.0
2057,  0-4,Total,Scotland,203861.0
2057,  5-9,Total,Scotland,221859.0
2057, 10-14,Total,Scotland,235936.0
2057, 15-19,Total,Scotland,243352.0
2057, 20-24,Total,Scotland,274503.0
2057, 25-29,Total,Scotland,291367.0
2057, 30-34,Total,Scotland,303857.0
2057, 35-39,Total,Scotland,327667.0
2057, 40-44,Total,Scotland,367859.0
2057, 45-49,Total,Scotland,382349.0
2057, 50-54,Total,Scotland,354723.0
2057, 55-59,Total,Scotland,357143.0
2057, 60-64,Total,Scotland,368906.0
2057, 65-69,Total,Scotland,371327.0
2057, 70-74,Total,Scotland,318036.0
2057, 75-79,Total,Scotland,267428.0
2057, 80-84,Total,Scotland,207083.0
2057, 85-89,Total,Scotland,172115.0
2057, 90-94,Total,Scotland,96296.0
2057, 95-99,Total,Scotland,29643.0
2057, 100 & over,Total,Scotland,4050.0
2057,All ages,Total,Scotland,5399360.0
2058,  0-4,Total,Scotland,201747.0
2058,  5-9,Total,Scotland,219336.0
2058, 10-14,Total,Scotland,234698.0
2058, 15-19,Total,Scotland,243935.0
2058, 20-24,Total,Scotland,274582.0
2058, 25-29,Total,Scotland,290360.0
2058, 30-34,Total,Scotland,303508.0
2058, 35-39,Total,Scotland,320342.0
2058, 40-44,Total,Scotland,362618.0
2058, 45-49,Total,Scotland,381755.0
2058, 50-54,Total,Scotland,361868.0
2058, 55-59,Total,Scotland,351767.0
2058, 60-64,Total,Scotland,365525.0
2058, 65-69,Total,Scotland,372477.0
2058, 70-74,Total,Scotland,324155.0
2058, 75-79,Total,Scotland,275035.0
2058, 80-84,Total,Scotland,203745.0
2058, 85-89,Total,Scotland,168671.0
2058, 90-94,Total,Scotland,97331.0
2058, 95-99,Total,Scotland,31109.0
2058, 100 & over,Total,Scotland,4312.0
2058,All ages,Total,Scotland,5388876.0
2059,  0-4,Total,Scotland,199850.0
2059,  5-9,Total,Scotland,216757.0
2059, 10-14,Total,Scotland,233042.0
2059, 15-19,Total,Scotland,244282.0
2059, 20-24,Total,Scotland,275020.0
2059, 25-29,Total,Scotland,289436.0
2059, 30-34,Total,Scotland,302649.0
2059, 35-39,Total,Scotland,314955.0
2059, 40-44,Total,Scotland,356792.0
2059, 45-49,Total,Scotland,379500.0
2059, 50-54,Total,Scotland,368114.0
2059, 55-59,Total,Scotland,348722.0
2059, 60-64,Total,Scotland,362944.0
2059, 65-69,Total,Scotland,371639.0
2059, 70-74,Total,Scotland,330986.0
2059, 75-79,Total,Scotland,278687.0
2059, 80-84,Total,Scotland,206114.0
2059, 85-89,Total,Scotland,163937.0
2059, 90-94,Total,Scotland,97934.0
2059, 95-99,Total,Scotland,32424.0
2059, 100 & over,Total,Scotland,4590.0
2059,All ages,Total,Scotland,5378374.0
2060,  0-4,Total,Scotland,198178.0
2060,  5-9,Total,Scotland,214204.0
2060, 10-14,Total,Scotland,231064.0
2060, 15-19,Total,Scotland,244263.0
2060, 20-24,Total,Scotland,275783.0
2060, 25-29,Total,Scotland,288631.0
2060, 30-34,Total,Scotland,301506.0
2060, 35-39,Total,Scotland,311851.0
2060, 40-44,Total,Scotland,348919.0
2060, 45-49,Total,Scotland,378505.0
2060, 50-54,Total,Scotland,371811.0
2060, 55-59,Total,Scotland,347842.0
2060, 60-64,Total,Scotland,361046.0
2060, 65-69,Total,Scotland,368365.0
2060, 70-74,Total,Scotland,336515.0
2060, 75-79,Total,Scotland,282177.0
2060, 80-84,Total,Scotland,211085.0
2060, 85-89,Total,Scotland,160054.0
2060, 90-94,Total,Scotland,97570.0
2060, 95-99,Total,Scotland,33717.0
2060, 100 & over,Total,Scotland,4845.0
2060,All ages,Total,Scotland,5367931.0
2061,  0-4,Total,Scotland,196729.0
2061,  5-9,Total,Scotland,211733.0
2061, 10-14,Total,Scotland,228849.0
2061, 15-19,Total,Scotland,243826.0
2061, 20-24,Total,Scotland,276666.0
2061, 25-29,Total,Scotland,288049.0
2061, 30-34,Total,Scotland,300364.0
2061, 35-39,Total,Scotland,310730.0
2061, 40-44,Total,Scotland,339490.0
2061, 45-49,Total,Scotland,373816.0
2061, 50-54,Total,Scotland,377988.0
2061, 55-59,Total,Scotland,347812.0
2061, 60-64,Total,Scotland,358508.0
2061, 65-69,Total,Scotland,362649.0
2061, 70-74,Total,Scotland,344100.0
2061, 75-79,Total,Scotland,285207.0
2061, 80-84,Total,Scotland,217248.0
2061, 85-89,Total,Scotland,156037.0
2061, 90-94,Total,Scotland,98155.0
2061, 95-99,Total,Scotland,34486.0
2061, 100 & over,Total,Scotland,5142.0
2061,All ages,Total,Scotland,5357584.0
2062,  0-4,Total,Scotland,195495.0
2062,  5-9,Total,Scotland,209401.0
2062, 10-14,Total,Scotland,226443.0
2062, 15-19,Total,Scotland,242992.0
2062, 20-24,Total,Scotland,277469.0
2062, 25-29,Total,Scotland,287778.0
2062, 30-34,Total,Scotland,299288.0
2062, 35-39,Total,Scotland,310407.0
2062, 40-44,Total,Scotland,331072.0
2062, 45-49,Total,Scotland,368614.0
2062, 50-54,Total,Scotland,381390.0
2062, 55-59,Total,Scotland,352402.0
2062, 60-64,Total,Scotland,351612.0
2062, 65-69,Total,Scotland,357674.0
2062, 70-74,Total,Scotland,351181.0
2062, 75-79,Total,Scotland,288376.0
2062, 80-84,Total,Scotland,225547.0
2062, 85-89,Total,Scotland,151661.0
2062, 90-94,Total,Scotland,97865.0
2062, 95-99,Total,Scotland,35263.0
2062, 100 & over,Total,Scotland,5456.0
2062,All ages,Total,Scotland,5347386.0
2063,  0-4,Total,Scotland,194453.0
2063,  5-9,Total,Scotland,207268.0
2063, 10-14,Total,Scotland,223906.0
2063, 15-19,Total,Scotland,241749.0
2063, 20-24,Total,Scotland,278096.0
2063, 25-29,Total,Scotland,287864.0
2063, 30-34,Total,Scotland,298285.0
2063, 35-39,Total,Scotland,310069.0
2063, 40-44,Total,Scotland,323749.0
2063, 45-49,Total,Scotland,363430.0
2063, 50-54,Total,Scotland,380877.0
2063, 55-59,Total,Scotland,359569.0
2063, 60-64,Total,Scotland,346408.0
2063, 65-69,Total,Scotland,354551.0
2063, 70-74,Total,Scotland,352474.0
2063, 75-79,Total,Scotland,294305.0
2063, 80-84,Total,Scotland,232262.0
2063, 85-89,Total,Scotland,149902.0
2063, 90-94,Total,Scotland,96397.0
2063, 95-99,Total,Scotland,35955.0
2063, 100 & over,Total,Scotland,5792.0
2063,All ages,Total,Scotland,5337361.0
2064,  0-4,Total,Scotland,193592.0
2064,  5-9,Total,Scotland,205357.0
2064, 10-14,Total,Scotland,221312.0
2064, 15-19,Total,Scotland,240088.0
2064, 20-24,Total,Scotland,278475.0
2064, 25-29,Total,Scotland,288298.0
2064, 30-34,Total,Scotland,297375.0
2064, 35-39,Total,Scotland,309218.0
2064, 40-44,Total,Scotland,318365.0
2064, 45-49,Total,Scotland,357664.0
2064, 50-54,Total,Scotland,378686.0
2064, 55-59,Total,Scotland,365856.0
2064, 60-64,Total,Scotland,343511.0
2064, 65-69,Total,Scotland,352198.0
2064, 70-74,Total,Scotland,351854.0
2064, 75-79,Total,Scotland,300824.0
2064, 80-84,Total,Scotland,235716.0
2064, 85-89,Total,Scotland,152420.0
2064, 90-94,Total,Scotland,94122.0
2064, 95-99,Total,Scotland,36477.0
2064, 100 & over,Total,Scotland,6099.0
2064,All ages,Total,Scotland,5327507.0
2065,  0-4,Total,Scotland,192897.0
2065,  5-9,Total,Scotland,203672.0
2065, 10-14,Total,Scotland,218740.0
2065, 15-19,Total,Scotland,238103.0
2065, 20-24,Total,Scotland,278469.0
2065, 25-29,Total,Scotland,289053.0
2065, 30-34,Total,Scotland,296582.0
2065, 35-39,Total,Scotland,308079.0
2065, 40-44,Total,Scotland,315275.0
2065, 45-49,Total,Scotland,349845.0
2065, 50-54,Total,Scotland,377744.0
2065, 55-59,Total,Scotland,369621.0
2065, 60-64,Total,Scotland,342736.0
2065, 65-69,Total,Scotland,350495.0
2065, 70-74,Total,Scotland,348921.0
2065, 75-79,Total,Scotland,306181.0
2065, 80-84,Total,Scotland,239146.0
2065, 85-89,Total,Scotland,156893.0
2065, 90-94,Total,Scotland,92371.0
2065, 95-99,Total,Scotland,36618.0
2065, 100 & over,Total,Scotland,6398.0
2065,All ages,Total,Scotland,5317839.0
2066,  0-4,Total,Scotland,192360.0
2066,  5-9,Total,Scotland,202209.0
2066, 10-14,Total,Scotland,216254.0
2066, 15-19,Total,Scotland,235875.0
2066, 20-24,Total,Scotland,278029.0
2066, 25-29,Total,Scotland,289928.0
2066, 30-34,Total,Scotland,296003.0
2066, 35-39,Total,Scotland,306948.0
2066, 40-44,Total,Scotland,314172.0
2066, 45-49,Total,Scotland,340466.0
2066, 50-54,Total,Scotland,373138.0
2066, 55-59,Total,Scotland,375822.0
2066, 60-64,Total,Scotland,342815.0
2066, 65-69,Total,Scotland,348181.0
2066, 70-74,Total,Scotland,343736.0
2066, 75-79,Total,Scotland,313458.0
2066, 80-84,Total,Scotland,242228.0
2066, 85-89,Total,Scotland,162218.0
2066, 90-94,Total,Scotland,90731.0
2066, 95-99,Total,Scotland,37161.0
2066, 100 & over,Total,Scotland,6591.0
2066,All ages,Total,Scotland,5308323.0
2067,  0-4,Total,Scotland,191945.0
2067,  5-9,Total,Scotland,200964.0
2067, 10-14,Total,Scotland,213902.0
2067, 15-19,Total,Scotland,233452.0
2067, 20-24,Total,Scotland,277172.0
2067, 25-29,Total,Scotland,290723.0
2067, 30-34,Total,Scotland,295735.0
2067, 35-39,Total,Scotland,305886.0
2067, 40-44,Total,Scotland,313870.0
2067, 45-49,Total,Scotland,332084.0
2067, 50-54,Total,Scotland,367993.0
2067, 55-59,Total,Scotland,379287.0
2067, 60-64,Total,Scotland,347420.0
2067, 65-69,Total,Scotland,341633.0
2067, 70-74,Total,Scotland,339277.0
2067, 75-79,Total,Scotland,320242.0
2067, 80-84,Total,Scotland,245446.0
2067, 85-89,Total,Scotland,168933.0
2067, 90-94,Total,Scotland,88784.0
2067, 95-99,Total,Scotland,37340.0
2067, 100 & over,Total,Scotland,6809.0
2067,All ages,Total,Scotland,5298897.0
2068,  0-4,Total,Scotland,191632.0
2068,  5-9,Total,Scotland,199913.0
2068, 10-14,Total,Scotland,211752.0
2068, 15-19,Total,Scotland,230894.0
2068, 20-24,Total,Scotland,275887.0
2068, 25-29,Total,Scotland,291340.0
2068, 30-34,Total,Scotland,295822.0
2068, 35-39,Total,Scotland,304894.0
2068, 40-44,Total,Scotland,313563.0
2068, 45-49,Total,Scotland,324792.0
2068, 50-54,Total,Scotland,362867.0
2068, 55-59,Total,Scotland,378858.0
2068, 60-64,Total,Scotland,354581.0
2068, 65-69,Total,Scotland,336704.0
2068, 70-74,Total,Scotland,336531.0
2068, 75-79,Total,Scotland,321710.0
2068, 80-84,Total,Scotland,251016.0
2068, 85-89,Total,Scotland,174326.0
2068, 90-94,Total,Scotland,88429.0
2068, 95-99,Total,Scotland,37009.0
2068, 100 & over,Total,Scotland,7026.0
2068,All ages,Total,Scotland,5289546.0
2069,  0-4,Total,Scotland,191392.0
2069,  5-9,Total,Scotland,199043.0
2069, 10-14,Total,Scotland,209828.0
2069, 15-19,Total,Scotland,228276.0
2069, 20-24,Total,Scotland,274162.0
2069, 25-29,Total,Scotland,291716.0
2069, 30-34,Total,Scotland,296258.0
2069, 35-39,Total,Scotland,303994.0
2069, 40-44,Total,Scotland,312742.0
2069, 45-49,Total,Scotland,319447.0
2069, 50-54,Total,Scotland,357158.0
2069, 55-59,Total,Scotland,376745.0
2069, 60-64,Total,Scotland,360893.0
2069, 65-69,Total,Scotland,334033.0
2069, 70-74,Total,Scotland,334501.0
2069, 75-79,Total,Scotland,321392.0
2069, 80-84,Total,Scotland,257023.00000000003
2069, 85-89,Total,Scotland,177378.0
2069, 90-94,Total,Scotland,90689.0
2069, 95-99,Total,Scotland,36334.0
2069, 100 & over,Total,Scotland,7206.0
2069,All ages,Total,Scotland,5280210.0
2070,  0-4,Total,Scotland,191186.0
2070,  5-9,Total,Scotland,198351.0
2070, 10-14,Total,Scotland,208130.0
2070, 15-19,Total,Scotland,225680.0
2070, 20-24,Total,Scotland,272086.0
2070, 25-29,Total,Scotland,291714.0
2070, 30-34,Total,Scotland,297019.0
2070, 35-39,Total,Scotland,303208.0
2070, 40-44,Total,Scotland,311631.0
2070, 45-49,Total,Scotland,316392.0
2070, 50-54,Total,Scotland,349407.0
2070, 55-59,Total,Scotland,375858.0
2070, 60-64,Total,Scotland,364718.0
2070, 65-69,Total,Scotland,333435.0
2070, 70-74,Total,Scotland,333066.0
2070, 75-79,Total,Scotland,318944.0
2070, 80-84,Total,Scotland,262065.0
2070, 85-89,Total,Scotland,180572.0
2070, 90-94,Total,Scotland,94152.0
2070, 95-99,Total,Scotland,35911.0
2070, 100 & over,Total,Scotland,7304.0
2070,All ages,Total,Scotland,5270829.0
2071,  0-4,Total,Scotland,191007.0
2071,  5-9,Total,Scotland,197812.0
2071, 10-14,Total,Scotland,206662.0
2071, 15-19,Total,Scotland,223162.0
2071, 20-24,Total,Scotland,269769.0
2071, 25-29,Total,Scotland,291280.0
2071, 30-34,Total,Scotland,297906.0
2071, 35-39,Total,Scotland,302637.0
2071, 40-44,Total,Scotland,310527.0
2071, 45-49,Total,Scotland,315317.0
2071, 50-54,Total,Scotland,340107.0
2071, 55-59,Total,Scotland,371352.0
2071, 60-64,Total,Scotland,370930.0
2071, 65-69,Total,Scotland,333676.0
2071, 70-74,Total,Scotland,331077.0
2071, 75-79,Total,Scotland,314529.0
2071, 80-84,Total,Scotland,268811.0
2071, 85-89,Total,Scotland,183555.0
2071, 90-94,Total,Scotland,98091.0
2071, 95-99,Total,Scotland,35657.0
2071, 100 & over,Total,Scotland,7497.0
2071,All ages,Total,Scotland,5261361.0
2072,  0-4,Total,Scotland,190838.0
2072,  5-9,Total,Scotland,197395.0
2072, 10-14,Total,Scotland,205409.0
2072, 15-19,Total,Scotland,220784.0
2072, 20-24,Total,Scotland,267253.0
2072, 25-29,Total,Scotland,290439.0
2072, 30-34,Total,Scotland,298718.0
2072, 35-39,Total,Scotland,302382.0
2072, 40-44,Total,Scotland,309493.0
2072, 45-49,Total,Scotland,315053.0
2072, 50-54,Total,Scotland,331782.0
2072, 55-59,Total,Scotland,366295.0
2072, 60-64,Total,Scotland,374457.0
2072, 65-69,Total,Scotland,338291.0
2072, 70-74,Total,Scotland,325047.0
2072, 75-79,Total,Scotland,310846.0
2072, 80-84,Total,Scotland,275101.0
2072, 85-89,Total,Scotland,186673.0
2072, 90-94,Total,Scotland,102646.0
2072, 95-99,Total,Scotland,35212.0
2072, 100 & over,Total,Scotland,7606.0
2072,All ages,Total,Scotland,5251720.0
2073,  0-4,Total,Scotland,190668.0
2073,  5-9,Total,Scotland,197079.0
2073, 10-14,Total,Scotland,204350.0
2073, 15-19,Total,Scotland,218607.0
2073, 20-24,Total,Scotland,264592.0
2073, 25-29,Total,Scotland,289166.0
2073, 30-34,Total,Scotland,299345.0
2073, 35-39,Total,Scotland,302490.0
2073, 40-44,Total,Scotland,308522.0
2073, 45-49,Total,Scotland,314784.0
2073, 50-54,Total,Scotland,324549.0
2073, 55-59,Total,Scotland,361250.0
2073, 60-64,Total,Scotland,374143.0
2073, 65-69,Total,Scotland,345407.0
2073, 70-74,Total,Scotland,320543.0
2073, 75-79,Total,Scotland,308652.0
2073, 80-84,Total,Scotland,276767.0
2073, 85-89,Total,Scotland,191595.0
2073, 90-94,Total,Scotland,106272.0
2073, 95-99,Total,Scotland,35456.0
2073, 100 & over,Total,Scotland,7599.0
2073,All ages,Total,Scotland,5241836.0
2074,  0-4,Total,Scotland,190474.0
2074,  5-9,Total,Scotland,196837.0
2074, 10-14,Total,Scotland,203473.0
2074, 15-19,Total,Scotland,216663.0
2074, 20-24,Total,Scotland,261857.00000000003
2074, 25-29,Total,Scotland,287467.0
2074, 30-34,Total,Scotland,299730.0
2074, 35-39,Total,Scotland,302951.0
2074, 40-44,Total,Scotland,307644.0
2074, 45-49,Total,Scotland,314005.0
2074, 50-54,Total,Scotland,319251.0
2074, 55-59,Total,Scotland,355626.0
2074, 60-64,Total,Scotland,372149.0
2074, 65-69,Total,Scotland,351714.0
2074, 70-74,Total,Scotland,318215.0
2074, 75-79,Total,Scotland,307090.0
2074, 80-84,Total,Scotland,276835.0
2074, 85-89,Total,Scotland,196751.0
2074, 90-94,Total,Scotland,108575.0
2074, 95-99,Total,Scotland,36836.0
2074, 100 & over,Total,Scotland,7518.0
2074,All ages,Total,Scotland,5231661.0
2075,  0-4,Total,Scotland,190239.0
2075,  5-9,Total,Scotland,196632.0
2075, 10-14,Total,Scotland,202774.0
2075, 15-19,Total,Scotland,214941.0
2075, 20-24,Total,Scotland,259137.0
2075, 25-29,Total,Scotland,285429.0
2075, 30-34,Total,Scotland,299740.0
2075, 35-39,Total,Scotland,303731.0
2075, 40-44,Total,Scotland,306888.0
2075, 45-49,Total,Scotland,312930.0
2075, 50-54,Total,Scotland,316230.0
2075, 55-59,Total,Scotland,347979.0
2075, 60-64,Total,Scotland,371343.0
2075, 65-69,Total,Scotland,355581.0
2075, 70-74,Total,Scotland,317867.0
2075, 75-79,Total,Scotland,306046.0
2075, 80-84,Total,Scotland,275048.0
2075, 85-89,Total,Scotland,201220.0
2075, 90-94,Total,Scotland,111152.0
2075, 95-99,Total,Scotland,38729.0
2075, 100 & over,Total,Scotland,7506.0
2075,All ages,Total,Scotland,5221142.0
2076,  0-4,Total,Scotland,189941.0
2076,  5-9,Total,Scotland,196456.0
2076, 10-14,Total,Scotland,202231.0
2076, 15-19,Total,Scotland,213452.0
2076, 20-24,Total,Scotland,256508.0
2076, 25-29,Total,Scotland,283141.0
2076, 30-34,Total,Scotland,299326.0
2076, 35-39,Total,Scotland,304635.0
2076, 40-44,Total,Scotland,306342.0
2076, 45-49,Total,Scotland,311867.0
2076, 50-54,Total,Scotland,315186.0
2076, 55-59,Total,Scotland,338775.0
2076, 60-64,Total,Scotland,367008.0
2076, 65-69,Total,Scotland,361762.0
2076, 70-74,Total,Scotland,318328.0
2076, 75-79,Total,Scotland,304516.0
2076, 80-84,Total,Scotland,271703.0
2076, 85-89,Total,Scotland,207079.0
2076, 90-94,Total,Scotland,113658.0
2076, 95-99,Total,Scotland,40771.0
2076, 100 & over,Total,Scotland,7577.0
2076,All ages,Total,Scotland,5210262.0
2077,  0-4,Total,Scotland,189578.0
2077,  5-9,Total,Scotland,196286.0
2077, 10-14,Total,Scotland,201817.0
2077, 15-19,Total,Scotland,212177.0
2077, 20-24,Total,Scotland,254026.0
2077, 25-29,Total,Scotland,280654.0
2077, 30-34,Total,Scotland,298495.0
2077, 35-39,Total,Scotland,305465.0
2077, 40-44,Total,Scotland,306110.0
2077, 45-49,Total,Scotland,310864.0
2077, 50-54,Total,Scotland,314955.0
2077, 55-59,Total,Scotland,330533.0
2077, 60-64,Total,Scotland,362096.0
2077, 65-69,Total,Scotland,365337.0
2077, 70-74,Total,Scotland,322927.0
2077, 75-79,Total,Scotland,299247.0
2077, 80-84,Total,Scotland,269088.0
2077, 85-89,Total,Scotland,212537.0
2077, 90-94,Total,Scotland,116292.0
2077, 95-99,Total,Scotland,42923.0
2077, 100 & over,Total,Scotland,7569.0
2077,All ages,Total,Scotland,5198976.0
2078,  0-4,Total,Scotland,189123.0
2078,  5-9,Total,Scotland,196118.0
2078, 10-14,Total,Scotland,201498.0
2078, 15-19,Total,Scotland,211108.0
2078, 20-24,Total,Scotland,251754.0
2078, 25-29,Total,Scotland,278028.0
2078, 30-34,Total,Scotland,297232.0
2078, 35-39,Total,Scotland,306119.0
2078, 40-44,Total,Scotland,306246.0
2078, 45-49,Total,Scotland,309925.0
2078, 50-54,Total,Scotland,314732.0
2078, 55-59,Total,Scotland,323370.0
2078, 60-64,Total,Scotland,357185.0
2078, 65-69,Total,Scotland,365165.0
2078, 70-74,Total,Scotland,329931.0
2078, 75-79,Total,Scotland,295379.0
2078, 80-84,Total,Scotland,267648.0
2078, 85-89,Total,Scotland,214328.0
2078, 90-94,Total,Scotland,120076.0
2078, 95-99,Total,Scotland,44603.0
2078, 100 & over,Total,Scotland,7720.0
2078,All ages,Total,Scotland,5187288.0
2079,  0-4,Total,Scotland,188579.0
2079,  5-9,Total,Scotland,195926.0
2079, 10-14,Total,Scotland,201255.0
2079, 15-19,Total,Scotland,210221.0
2079, 20-24,Total,Scotland,249720.0
2079, 25-29,Total,Scotland,275331.0
2079, 30-34,Total,Scotland,295535.0
2079, 35-39,Total,Scotland,306529.0
